src_ip,dst_ip,src_port,dst_port,protocol,packet_size,flags,label
10.228.6.57,10.132.224.56,3970,22,17,160,ACK,0
10.165.46.90,10.60.68.86,9280,21,17,2848,FIN,1
10.3.207.240,10.43.117.221,63708,445,6,587,ACK,0
10.176.224.196,10.254.42.100,62326,3389,6,4072,UDP,0
10.1.17.235,10.98.75.94,42967,3389,6,1781,FIN,1
10.215.162.40,10.239.110.189,52234,3389,17,2332,RST,0
10.105.41.179,10.29.212.79,29599,143,6,2534,RST,0
10.77.73.241,10.165.19.210,58478,20,6,3228,URG,0
10.52.209.60,10.213.222.16,3002,443,17,2685,FIN,1
10.109.72.169,10.79.189.127,36520,443,6,1042,UDP,0
10.208.237.131,10.125.181.239,39622,21,17,4815,URG,0
10.174.254.231,10.240.160.109,27840,110,17,4236,RST,1
10.100.170.76,10.57.77.91,63195,445,17,3277,PSH,0
10.237.84.101,10.161.191.29,12276,22,6,4935,URG,1
10.168.197.243,10.191.18.20,57095,80,6,3099,RST,0
10.128.255.144,10.234.76.207,21203,21,17,2865,ACK,1
10.134.2.181,10.255.232.68,45770,25,17,151,FIN,1
10.234.8.244,10.225.254.170,20149,22,6,4949,PSH,0
10.130.55.251,10.50.47.82,39398,23,6,2069,SYN,0
10.91.190.169,10.237.255.219,50077,443,6,3914,SYN,0
10.77.11.170,10.89.84.207,6363,53,17,195,PSH,1
10.149.144.44,10.169.14.163,38954,110,17,490,PSH,1
10.177.200.191,10.159.103.48,15635,445,17,3426,ACK,1
10.213.171.71,10.229.17.8,14285,445,17,3346,PSH,0
10.197.80.251,10.146.150.94,47705,23,6,3494,UDP,0
10.127.126.51,10.100.255.35,21422,110,17,2229,URG,0
10.195.158.33,10.62.176.140,46400,25,17,2461,RST,0
10.204.129.232,10.133.213.202,64984,80,17,2638,UDP,0
10.96.43.242,10.16.235.221,35938,25,17,661,PSH,0
10.20.129.186,10.182.220.79,21255,8080,6,1822,UDP,0
10.196.206.166,10.25.171.37,37296,22,17,2325,RST,0
10.65.47.213,10.2.227.103,26902,22,17,3196,RST,0
10.30.78.73,10.156.66.139,22229,110,17,3337,ACK,0
10.123.170.30,10.106.177.210,43699,53,17,768,SYN,1
10.152.203.240,10.149.9.201,7666,143,17,3467,SYN,0
10.222.90.69,10.102.12.148,24702,110,6,3188,ACK,0
10.56.156.156,10.24.10.15,61938,23,17,2611,SYN,1
10.142.143.155,10.193.235.195,60591,443,6,4706,URG,0
10.80.27.32,10.68.94.243,9925,22,6,3448,FIN,1
10.173.212.155,10.177.63.96,37425,22,6,2869,RST,0
10.228.123.37,10.123.168.219,49949,110,6,1072,RST,0
10.198.144.164,10.180.5.213,61764,8080,6,1604,RST,1
10.179.126.166,10.247.71.139,45975,21,17,924,URG,0
10.134.152.101,10.182.126.213,46039,8080,6,4237,RST,0
10.173.137.247,10.54.207.212,30174,123,6,1013,URG,0
10.126.1.243,10.62.110.218,11814,445,17,1325,URG,0
10.50.170.171,10.42.115.156,17642,143,6,1161,RST,0
10.232.47.232,10.117.128.208,15097,80,17,1497,URG,0
10.239.37.96,10.34.168.75,3518,143,6,1849,ACK,1
10.16.107.20,10.228.123.190,38994,8080,6,2008,FIN,0
10.42.215.15,10.102.109.108,2297,8080,6,4596,ACK,0
10.73.6.179,10.137.104.27,24543,8080,6,2616,URG,1
10.50.118.246,10.32.243.49,50076,20,6,1556,FIN,0
10.131.87.153,10.79.172.16,38635,123,6,4591,PSH,1
10.84.72.176,10.196.128.22,41101,445,17,3969,SYN,1
10.62.38.210,10.123.77.249,39213,20,6,2396,FIN,0
10.178.254.160,10.118.65.203,48806,123,17,826,URG,0
10.96.182.161,10.208.54.25,50151,123,17,3565,URG,0
10.190.88.78,10.201.140.165,5335,20,17,4221,SYN,0
10.105.162.129,10.246.192.171,22532,123,17,3788,ACK,0
10.147.99.161,10.138.23.139,25835,445,6,1523,PSH,0
10.200.47.223,10.56.203.207,27586,21,17,4603,FIN,0
10.51.144.7,10.216.226.73,57899,443,17,431,URG,1
10.74.34.85,10.156.23.198,8085,80,6,3282,FIN,0
10.7.93.198,10.114.75.216,1801,80,6,1247,ACK,0
10.245.113.195,10.230.34.61,12458,8080,6,1313,ACK,0
10.130.93.78,10.199.40.245,18067,80,6,3722,URG,1
10.55.174.177,10.222.53.94,21056,22,6,1082,PSH,1
10.223.255.40,10.210.39.152,64405,80,6,4698,URG,0
10.136.196.3,10.67.134.38,28846,110,17,883,FIN,0
10.174.61.176,10.15.128.132,18795,23,6,582,UDP,0
10.54.187.251,10.176.23.199,32168,123,17,1710,UDP,1
10.26.148.41,10.80.5.168,38961,21,6,305,UDP,0
10.250.245.40,10.228.116.178,41933,23,6,59,PSH,1
10.88.211.214,10.62.252.235,29805,22,17,4669,URG,0
10.27.247.226,10.205.38.54,13567,143,17,1190,RST,0
10.72.28.80,10.157.178.160,15101,445,17,3429,RST,1
10.54.35.219,10.78.62.157,55332,443,17,2491,SYN,0
10.213.133.45,10.191.69.252,2095,123,6,2467,PSH,1
10.124.108.244,10.179.109.59,52528,443,6,2420,UDP,1
10.112.183.221,10.150.0.180,27239,25,17,1830,PSH,0
10.58.233.187,10.186.208.21,60719,143,6,2848,RST,0
10.149.68.110,10.176.225.101,47962,25,6,1446,FIN,0
10.229.170.1,10.9.69.112,22861,110,17,4425,URG,0
10.164.254.146,10.84.238.67,54863,445,6,1217,FIN,1
10.83.211.125,10.70.43.192,3147,22,6,4862,UDP,1
10.43.213.28,10.202.22.104,4397,25,17,98,URG,0
10.176.171.203,10.201.177.40,27615,3389,17,486,PSH,1
10.125.190.145,10.119.2.220,59980,110,6,2468,UDP,0
10.131.183.184,10.208.213.199,14271,110,17,388,ACK,0
10.71.94.166,10.28.165.58,39217,53,17,935,ACK,0
10.255.22.143,10.225.41.174,29724,22,17,1816,RST,0
10.241.86.13,10.131.216.194,63509,8080,17,2511,FIN,0
10.94.236.226,10.127.33.228,50405,143,17,4691,ACK,1
10.112.243.64,10.170.170.101,26185,23,6,3401,PSH,1
10.205.148.204,10.36.253.226,37596,3389,6,3894,PSH,0
10.161.58.174,10.24.70.105,28674,80,17,4827,RST,0
10.65.19.81,10.64.50.19,55585,123,17,2537,SYN,0
10.67.107.165,10.31.108.79,46370,80,17,2541,UDP,0
10.231.170.194,10.155.79.66,24429,445,17,4044,UDP,0
10.135.75.149,10.206.9.60,31190,25,17,4100,ACK,1
10.87.23.18,10.250.54.135,49033,443,6,890,FIN,0
10.92.192.123,10.130.231.176,44820,80,6,1742,URG,0
10.221.191.142,10.64.188.108,28960,23,6,2165,PSH,1
10.156.123.126,10.154.56.238,53672,21,6,954,ACK,0
10.4.95.245,10.210.33.222,11417,21,6,488,SYN,0
10.78.118.13,10.249.117.174,26345,3389,17,3737,UDP,0
10.147.179.247,10.116.35.175,23705,80,17,4641,SYN,0
10.138.200.165,10.63.127.35,28786,445,17,936,URG,0
10.169.1.175,10.16.40.139,60117,20,17,2762,UDP,1
10.204.199.9,10.206.17.184,61620,20,6,2308,UDP,0
10.196.207.43,10.15.126.54,12814,23,6,2447,UDP,0
10.220.76.138,10.213.188.41,17174,25,17,1266,URG,1
10.216.171.113,10.204.7.35,30064,445,17,2935,FIN,0
10.147.162.90,10.84.236.247,58312,53,17,1667,PSH,1
10.108.125.234,10.110.226.73,9728,80,6,4130,PSH,0
10.86.45.195,10.80.1.118,5167,123,6,3874,SYN,0
10.39.86.49,10.10.125.56,64205,20,6,116,ACK,0
10.112.145.0,10.87.59.229,9985,3389,6,3151,FIN,0
10.27.54.129,10.9.73.233,29945,3389,6,1882,UDP,1
10.131.134.161,10.123.208.0,22025,445,17,1439,SYN,1
10.96.197.74,10.127.250.8,22482,123,17,2581,PSH,0
10.38.60.47,10.15.41.228,43917,8080,6,2956,RST,0
10.68.221.31,10.91.225.208,23735,53,17,2151,SYN,1
10.129.213.201,10.175.72.47,58282,23,6,1013,ACK,0
10.143.231.74,10.147.234.8,23441,3389,17,1864,PSH,0
10.191.62.151,10.201.195.229,18092,20,6,2432,PSH,1
10.238.131.4,10.148.56.220,16903,3389,17,3830,URG,0
10.52.151.125,10.153.72.171,2247,123,17,1163,FIN,1
10.82.16.230,10.183.224.249,4110,3389,17,3673,ACK,0
10.16.77.163,10.113.14.230,39048,123,17,766,PSH,1
10.211.215.128,10.151.77.165,9187,3389,6,2897,RST,1
10.85.18.179,10.192.6.195,11139,80,6,4788,ACK,0
10.82.66.4,10.236.161.233,3764,80,6,4073,ACK,0
10.115.116.14,10.180.26.52,28815,23,17,3275,PSH,0
10.253.110.183,10.251.61.135,12347,123,6,431,RST,0
10.174.140.91,10.89.83.113,27462,443,6,706,SYN,0
10.8.158.158,10.177.165.113,15807,3389,17,2407,ACK,0
10.81.131.221,10.42.22.10,3450,20,17,3532,PSH,0
10.76.228.1,10.228.104.250,25115,443,17,4941,PSH,0
10.86.16.200,10.56.222.243,54108,25,6,702,FIN,0
10.96.23.252,10.233.217.46,65390,80,6,2603,RST,0
10.213.66.92,10.15.157.147,46580,53,17,1209,RST,0
10.1.123.17,10.59.87.160,26426,445,17,2622,UDP,1
10.14.141.178,10.195.42.242,29907,110,17,1363,ACK,0
10.64.57.241,10.128.186.219,2353,143,17,2343,RST,0
10.5.203.172,10.153.62.120,59084,110,17,115,FIN,0
10.113.36.116,10.195.32.144,7383,53,17,3528,PSH,0
10.56.89.40,10.186.236.128,22024,22,17,1781,FIN,0
10.132.95.55,10.219.125.59,47581,23,17,4235,URG,0
10.145.170.158,10.153.72.165,37230,53,6,825,ACK,0
10.59.188.238,10.155.206.64,28727,8080,17,1992,FIN,0
10.147.97.105,10.245.210.114,2013,22,6,4551,ACK,0
10.237.228.7,10.234.130.103,55686,25,17,656,FIN,0
10.164.41.129,10.170.238.31,38474,8080,6,2425,SYN,1
10.226.92.107,10.212.91.89,20320,23,6,2200,PSH,1
10.137.202.44,10.238.209.33,54473,25,17,3325,RST,0
10.148.229.182,10.229.128.25,65146,25,17,4361,URG,1
10.7.50.142,10.227.201.204,63493,21,6,4369,SYN,0
10.250.15.74,10.200.120.34,1492,110,6,899,SYN,0
10.101.250.176,10.205.172.190,21783,3389,6,2450,URG,0
10.247.248.196,10.140.6.32,13157,8080,6,3334,URG,0
10.214.40.234,10.102.182.233,61145,8080,17,2400,FIN,1
10.25.195.51,10.115.117.216,42248,123,6,57,ACK,0
10.50.33.231,10.53.126.185,1950,143,17,4706,UDP,1
10.132.179.137,10.115.238.42,51694,143,6,1731,URG,1
10.62.66.191,10.79.193.71,23374,21,6,2215,UDP,0
10.13.194.30,10.37.103.131,8434,143,17,850,ACK,0
10.213.242.63,10.137.119.27,50263,20,6,3613,ACK,0
10.192.246.142,10.115.65.239,23545,53,6,3722,RST,0
10.162.23.3,10.123.163.13,63897,21,6,2422,FIN,0
10.250.55.104,10.166.215.221,55426,22,17,1995,URG,0
10.136.33.139,10.155.85.93,24660,123,17,3550,ACK,0
10.169.35.187,10.100.77.39,33642,3389,6,4458,UDP,1
10.116.183.246,10.156.113.70,52883,22,17,3325,RST,0
10.62.124.157,10.73.123.70,30335,20,6,4008,UDP,0
10.153.127.187,10.115.145.80,47237,445,17,523,SYN,0
10.194.115.251,10.7.193.95,15906,143,6,686,UDP,0
10.83.165.9,10.18.105.254,4228,3389,6,370,RST,0
10.113.95.230,10.118.1.4,62508,23,6,4185,RST,0
10.213.184.212,10.80.132.96,8812,143,6,4018,UDP,1
10.151.155.151,10.49.10.165,22082,445,6,521,FIN,0
10.65.193.104,10.205.63.113,19265,445,17,3506,SYN,0
10.193.158.219,10.143.137.198,19889,3389,6,4984,PSH,0
10.247.148.243,10.255.99.111,13206,25,6,3434,RST,1
10.56.166.127,10.32.40.144,14273,110,6,4550,URG,1
10.228.189.197,10.77.93.190,58169,80,6,4240,FIN,0
10.143.98.67,10.14.252.174,44915,20,17,1249,SYN,1
10.254.131.205,10.86.223.179,31093,23,6,3944,UDP,0
10.140.92.196,10.199.60.101,35419,3389,17,1608,URG,0
10.13.172.103,10.61.35.177,32539,110,6,777,ACK,0
10.148.113.189,10.162.142.90,60380,53,6,612,PSH,0
10.127.109.0,10.26.177.52,34852,3389,17,52,ACK,1
10.193.252.15,10.166.41.171,11276,20,17,97,PSH,0
10.180.118.135,10.79.4.228,2676,23,17,255,FIN,0
10.246.221.78,10.60.67.146,7339,123,17,2273,URG,1
10.62.56.139,10.225.107.90,44782,110,6,2829,FIN,0
10.34.121.71,10.149.61.77,51290,53,6,4783,ACK,0
10.36.240.68,10.172.55.51,49789,143,17,3179,ACK,0
10.97.116.206,10.212.232.52,41552,20,17,2285,URG,0
10.137.135.149,10.81.66.41,41178,443,17,188,UDP,0
10.41.204.240,10.185.96.152,57120,25,6,3840,UDP,0
10.10.55.231,10.63.254.67,8336,123,6,4862,PSH,0
10.83.142.195,10.116.104.170,39965,443,17,3377,UDP,0
10.151.109.177,10.178.203.155,32202,8080,6,3970,PSH,1
10.193.42.185,10.80.70.135,60207,25,6,2010,SYN,1
10.128.203.84,10.183.236.195,31515,53,6,2430,URG,0
10.187.123.164,10.161.59.43,59431,25,17,4166,URG,1
10.1.152.41,10.35.182.183,31320,443,6,4355,SYN,1
10.66.123.136,10.145.94.139,21484,143,17,485,PSH,0
10.156.163.185,10.118.206.104,3759,445,17,1441,PSH,1
10.14.78.74,10.123.254.146,17122,23,6,723,SYN,0
10.220.235.115,10.181.32.175,44300,3389,6,4613,RST,0
10.19.224.60,10.199.66.140,6604,22,17,2859,ACK,1
10.240.195.70,10.134.42.31,8483,8080,6,3227,SYN,0
10.115.101.69,10.190.157.87,43099,110,17,2169,PSH,0
10.123.197.21,10.118.122.42,2325,23,17,2997,SYN,0
10.94.83.204,10.154.86.32,47159,80,17,666,PSH,1
10.148.191.31,10.118.174.34,55310,110,6,2806,PSH,0
10.139.37.124,10.67.110.150,5626,8080,17,2135,URG,0
10.128.166.146,10.141.176.63,60630,21,17,3413,ACK,0
10.132.107.150,10.231.101.30,15097,23,6,1009,RST,0
10.249.62.103,10.96.99.158,16600,80,6,2052,URG,0
10.82.155.206,10.249.195.62,46833,53,17,3054,UDP,0
10.77.219.187,10.130.239.184,33974,80,17,504,SYN,0
10.69.116.24,10.254.18.116,14498,445,17,405,RST,0
10.152.40.96,10.21.160.60,15143,23,6,4960,ACK,0
10.85.141.201,10.248.103.92,55838,123,6,1238,PSH,0
10.17.186.149,10.233.107.61,57501,25,17,3142,RST,0
10.171.189.65,10.227.30.218,23553,21,6,1004,RST,1
10.128.200.63,10.109.143.119,60901,53,6,2409,RST,0
10.90.92.249,10.117.177.7,6072,23,17,3875,URG,0
10.26.198.157,10.75.44.151,40114,23,6,2739,PSH,0
10.86.56.140,10.38.20.55,47713,8080,6,2358,RST,0
10.68.91.194,10.169.80.213,39606,110,6,2254,FIN,0
10.126.98.108,10.60.177.43,3752,22,17,2477,URG,0
10.217.26.59,10.147.129.154,54378,53,6,3345,SYN,0
10.182.126.42,10.56.96.200,34030,110,6,1852,SYN,0
10.254.92.173,10.161.113.75,27605,123,6,4934,URG,0
10.112.21.189,10.69.161.6,31837,25,6,457,SYN,0
10.55.27.20,10.127.56.70,63378,443,17,590,SYN,0
10.61.252.231,10.59.164.142,42606,23,17,4466,URG,0
10.225.107.38,10.143.210.120,19264,25,6,2468,SYN,0
10.8.148.68,10.132.18.153,52987,143,17,1932,ACK,1
10.222.114.144,10.0.154.156,56327,8080,17,2548,UDP,0
10.5.195.102,10.73.190.181,24170,143,6,1714,RST,1
10.117.24.229,10.155.5.20,41870,23,17,644,URG,0
10.147.91.178,10.50.157.186,55024,23,17,4919,SYN,0
10.4.31.249,10.31.20.19,15409,445,6,1696,URG,0
10.55.243.12,10.152.194.103,64310,53,17,1590,FIN,0
10.239.187.210,10.7.176.189,45433,21,6,3686,FIN,1
10.152.74.42,10.0.187.177,7832,110,6,3272,RST,0
10.195.226.45,10.9.230.151,58124,22,17,1816,FIN,1
10.194.118.212,10.16.173.82,33711,21,6,354,URG,0
10.253.122.103,10.221.46.208,8815,123,17,2153,URG,1
10.32.41.17,10.156.234.49,62455,21,17,4787,ACK,0
10.56.139.188,10.233.61.223,4970,123,17,862,UDP,0
10.22.193.214,10.210.115.78,46664,443,6,4654,PSH,1
10.156.77.119,10.21.103.215,41855,3389,6,3553,RST,0
10.133.161.229,10.193.75.162,53675,20,6,4007,FIN,0
10.64.81.27,10.103.225.255,49784,123,6,4774,FIN,1
10.145.244.158,10.194.45.90,36636,23,17,2536,PSH,0
10.180.26.209,10.0.172.77,41320,21,6,4675,RST,1
10.107.193.95,10.39.78.70,11792,23,17,4101,URG,0
10.142.184.185,10.1.210.201,10571,123,17,1556,URG,1
10.89.34.116,10.146.157.75,48537,53,6,977,FIN,0
10.22.238.166,10.213.19.101,39346,53,6,4842,RST,1
10.112.95.161,10.11.1.140,52602,80,6,3936,FIN,0
10.243.40.192,10.195.159.59,22521,123,6,3992,PSH,0
10.197.127.123,10.94.210.120,31004,143,17,2245,URG,0
10.206.6.63,10.130.108.99,63917,21,17,2308,FIN,0
10.159.45.109,10.54.106.214,7841,110,6,4691,PSH,0
10.219.92.95,10.177.132.114,6749,445,17,3687,PSH,0
10.208.101.4,10.163.18.225,40127,80,6,182,RST,0
10.226.194.51,10.120.222.39,17916,123,6,1529,SYN,0
10.93.74.39,10.251.99.91,50061,445,6,2767,PSH,0
10.87.229.231,10.61.251.27,11669,443,6,1745,ACK,0
10.190.194.165,10.247.77.248,6941,53,17,3538,UDP,1
10.187.188.240,10.227.79.199,23307,80,6,2905,UDP,1
10.100.168.100,10.177.45.3,64877,25,17,2933,PSH,0
10.57.102.139,10.223.221.99,51275,123,17,2756,FIN,0
10.86.52.172,10.209.106.240,60274,443,17,142,PSH,0
10.34.217.131,10.201.47.230,16109,23,17,774,URG,1
10.225.199.222,10.243.242.203,53173,22,17,2026,ACK,0
10.240.10.126,10.183.211.50,5861,143,6,2259,FIN,0
10.173.217.105,10.125.203.199,12037,53,6,4086,SYN,0
10.1.65.32,10.201.14.246,38954,22,6,3978,SYN,1
10.152.104.234,10.179.31.135,34734,443,17,3439,PSH,0
10.218.249.73,10.143.194.103,4469,25,17,1394,SYN,1
10.232.122.38,10.183.138.68,27824,123,6,2337,SYN,1
10.141.243.240,10.236.135.50,47221,23,17,1132,PSH,0
10.249.136.29,10.85.18.195,58791,21,17,4904,PSH,0
10.237.56.176,10.37.41.185,38569,23,6,3462,FIN,1
10.132.203.243,10.201.33.156,9651,22,17,2377,ACK,0
10.220.216.141,10.93.252.6,29498,80,6,3253,UDP,0
10.237.250.77,10.104.154.23,9524,21,17,1713,PSH,0
10.168.85.115,10.91.159.247,48537,21,17,450,UDP,0
10.221.41.60,10.106.41.178,34273,21,17,3826,RST,0
10.71.222.210,10.243.225.216,40248,443,6,3349,FIN,1
10.230.244.67,10.146.248.154,30175,445,17,2682,FIN,0
10.26.28.209,10.48.235.39,42582,25,6,1447,UDP,0
10.196.208.155,10.162.147.35,19457,80,6,3723,FIN,0
10.158.230.68,10.88.53.177,23027,53,6,902,UDP,1
10.27.170.126,10.191.201.236,52837,143,6,2270,RST,0
10.77.91.30,10.42.182.104,37711,445,17,868,FIN,1
10.74.207.166,10.22.151.241,59010,8080,6,4110,RST,0
10.98.71.243,10.38.175.12,26320,143,6,2246,URG,1
10.169.61.219,10.54.101.52,37931,110,6,1738,SYN,0
10.43.234.26,10.121.0.105,38496,25,17,3673,URG,0
10.109.17.180,10.129.36.1,46119,22,6,372,URG,1
10.250.57.129,10.239.72.155,28748,8080,6,73,PSH,1
10.65.194.253,10.55.132.16,27382,25,6,3813,ACK,0
10.235.44.232,10.165.73.76,10992,21,17,1562,PSH,0
10.25.252.103,10.85.8.217,42457,8080,17,2513,SYN,0
10.143.107.200,10.251.16.197,18105,80,6,2732,PSH,0
10.144.191.62,10.52.245.70,34086,22,6,4600,ACK,0
10.47.203.255,10.21.210.77,34483,53,6,4495,PSH,0
10.135.137.119,10.162.31.203,9812,80,17,1029,SYN,0
10.110.53.223,10.67.7.163,20643,123,17,3401,FIN,0
10.4.193.148,10.135.157.244,58378,22,17,359,ACK,1
10.137.1.182,10.104.74.14,17632,8080,6,2340,RST,0
10.75.141.98,10.156.48.13,3784,3389,6,1192,SYN,1
10.239.157.35,10.70.25.112,23308,123,17,1127,URG,0
10.36.110.127,10.130.62.198,36539,22,17,3977,FIN,0
10.226.211.156,10.171.78.159,37550,443,6,3754,ACK,0
10.44.112.158,10.181.53.61,57690,20,6,1551,SYN,0
10.60.136.106,10.151.202.4,15681,23,17,782,URG,0
10.198.181.114,10.214.227.42,4052,80,17,2020,RST,0
10.205.72.218,10.94.251.239,45919,25,6,3155,SYN,0
10.19.17.100,10.130.78.72,63724,20,6,1522,URG,0
10.172.17.195,10.198.144.188,7697,443,6,1762,URG,0
10.126.248.250,10.213.166.48,41620,20,17,2259,URG,1
10.159.9.18,10.134.65.246,13183,123,6,173,RST,0
10.70.11.236,10.216.112.68,33729,21,6,172,RST,0
10.100.94.153,10.30.110.202,1388,20,17,2985,RST,0
10.0.149.219,10.125.14.71,53898,21,6,374,UDP,0
10.83.230.145,10.249.76.206,29087,21,17,4415,ACK,0
10.44.88.243,10.139.63.250,1884,143,17,1798,PSH,0
10.87.46.82,10.149.240.199,60343,8080,6,1017,SYN,0
10.236.203.238,10.215.152.240,49504,143,6,3283,URG,1
10.224.101.16,10.37.2.205,41736,110,6,3508,UDP,0
10.86.208.29,10.96.60.5,58462,23,17,3862,PSH,1
10.28.108.195,10.120.18.17,30862,123,6,118,SYN,1
10.37.174.188,10.242.4.95,57831,22,17,4314,UDP,1
10.207.79.28,10.17.198.85,8731,143,6,4906,RST,0
10.204.52.120,10.124.15.6,21220,53,6,2733,FIN,1
10.37.53.57,10.81.171.185,48107,443,6,3335,PSH,0
10.117.167.247,10.251.154.246,49341,20,17,3421,RST,0
10.23.230.177,10.117.94.152,37057,23,17,1986,UDP,1
10.207.175.23,10.95.214.201,41411,143,17,3017,ACK,0
10.17.175.134,10.141.239.108,31285,143,6,1042,URG,0
10.177.114.148,10.153.9.68,58352,25,6,1000,SYN,1
10.189.232.3,10.252.214.150,29204,21,17,3082,RST,0
10.183.191.128,10.207.68.60,7125,3389,17,4711,SYN,0
10.31.122.245,10.179.218.55,40185,21,6,2233,SYN,0
10.144.211.172,10.61.18.8,23610,3389,17,4299,RST,0
10.47.149.136,10.54.175.144,16681,110,17,751,UDP,1
10.164.55.196,10.70.27.75,57689,23,17,4671,URG,0
10.207.200.187,10.85.106.190,38450,25,17,4900,SYN,0
10.253.79.105,10.129.57.203,23505,123,6,2218,URG,0
10.165.99.34,10.86.233.142,47736,21,17,2188,URG,0
10.140.113.217,10.10.198.253,5548,143,6,4160,RST,1
10.125.161.93,10.43.253.89,27240,445,6,4129,UDP,0
10.251.46.20,10.138.188.106,57122,8080,17,2265,RST,0
10.94.56.28,10.138.92.22,54941,21,6,1570,PSH,0
10.3.184.185,10.21.94.86,38797,445,6,1677,SYN,1
10.243.234.88,10.56.105.141,14416,3389,6,376,SYN,0
10.84.236.114,10.206.74.22,19459,445,17,1663,PSH,1
10.156.227.112,10.73.27.71,48239,445,17,4295,RST,0
10.178.113.66,10.139.253.224,34316,80,17,3812,SYN,0
10.212.255.151,10.166.115.96,41025,80,6,631,ACK,0
10.29.37.144,10.99.66.10,41338,23,6,356,SYN,1
10.114.106.203,10.211.116.144,2809,21,6,3421,FIN,1
10.174.154.82,10.168.191.217,23306,23,6,4179,UDP,0
10.209.134.189,10.78.68.99,39810,22,6,1854,SYN,0
10.149.69.151,10.212.204.47,19716,80,6,2966,ACK,0
10.186.199.202,10.245.188.138,10739,20,17,2157,SYN,1
10.101.12.245,10.214.107.156,52773,25,17,1616,URG,1
10.118.208.211,10.230.227.144,21241,8080,17,860,FIN,0
10.120.144.139,10.235.37.25,29199,3389,6,1964,SYN,0
10.172.134.225,10.63.192.225,64413,443,6,1963,ACK,0
10.11.49.123,10.182.176.205,43479,53,6,2156,FIN,0
10.99.185.153,10.110.205.211,14955,23,6,3334,SYN,0
10.102.27.134,10.39.193.108,38109,25,6,1428,UDP,0
10.252.63.189,10.152.105.32,41970,25,17,2122,PSH,0
10.176.69.177,10.231.112.201,22002,20,17,4527,FIN,0
10.30.127.84,10.158.179.168,1326,20,6,1186,RST,1
10.91.69.65,10.58.170.128,5648,23,6,2853,UDP,1
10.161.35.8,10.67.159.151,28580,22,6,2947,URG,0
10.186.150.183,10.121.187.75,8138,8080,6,855,UDP,0
10.254.244.193,10.86.141.139,1461,123,17,4388,URG,1
10.241.242.246,10.198.20.178,31760,3389,6,1242,ACK,1
10.162.79.75,10.140.225.249,31780,110,17,2040,RST,0
10.61.28.110,10.209.154.139,63313,143,17,344,URG,0
10.190.45.23,10.212.199.149,16916,21,17,4262,UDP,0
10.176.107.145,10.207.227.76,26624,443,17,2568,SYN,1
10.232.4.4,10.235.169.111,37310,143,17,4550,RST,1
10.25.235.60,10.203.247.252,5543,123,6,4893,FIN,1
10.23.131.222,10.9.80.3,12135,123,6,4283,UDP,0
10.255.230.163,10.183.131.251,16215,80,17,1388,PSH,0
10.37.209.247,10.251.63.109,57408,23,17,200,FIN,0
10.169.115.177,10.10.100.230,10865,22,17,1490,SYN,0
10.12.233.178,10.206.204.10,44316,80,6,4686,ACK,1
10.161.44.19,10.219.232.70,40334,110,17,3441,ACK,0
10.86.163.91,10.122.207.209,11310,53,6,889,PSH,0
10.198.249.245,10.0.1.216,18346,22,6,877,SYN,0
10.106.209.162,10.196.72.89,34710,143,6,3248,RST,0
10.3.204.5,10.206.29.232,16179,445,17,989,PSH,1
10.180.200.69,10.6.44.29,27715,21,6,4133,FIN,0
10.123.222.82,10.25.151.50,45608,123,17,4159,PSH,0
10.124.36.167,10.122.108.64,44545,443,6,714,FIN,0
10.247.139.45,10.59.247.123,55581,3389,17,4800,RST,0
10.194.136.198,10.19.162.44,53710,22,6,2965,FIN,0
10.215.72.248,10.26.84.167,16370,53,17,4743,SYN,0
10.85.122.14,10.130.167.204,43420,110,17,4091,RST,0
10.199.108.87,10.181.74.119,35722,20,17,432,PSH,1
10.86.174.42,10.211.63.186,6913,143,17,4073,ACK,1
10.200.203.65,10.97.197.223,5422,445,6,888,SYN,0
10.116.88.33,10.156.156.183,1321,22,17,2157,URG,0
10.2.99.192,10.31.125.130,9797,143,17,4155,PSH,0
10.226.159.245,10.55.190.255,53819,443,17,1480,ACK,1
10.243.47.209,10.126.121.183,30705,21,6,3283,PSH,0
10.43.191.160,10.119.4.251,35466,21,6,2052,UDP,0
10.63.240.236,10.79.214.88,37208,110,6,162,FIN,0
10.9.86.126,10.246.47.1,36902,143,6,684,FIN,0
10.54.224.130,10.94.135.116,50935,22,17,144,URG,0
10.247.219.247,10.204.187.180,21728,445,6,2877,UDP,0
10.153.223.145,10.68.155.175,44685,80,6,777,SYN,0
10.243.127.40,10.96.72.185,9640,80,6,1139,PSH,0
10.53.170.218,10.157.124.38,3308,443,6,3301,ACK,1
10.252.173.118,10.174.57.40,49255,23,17,1251,PSH,0
10.161.204.122,10.223.215.22,28963,23,17,3497,FIN,0
10.252.110.74,10.1.118.66,8789,445,17,1706,RST,1
10.253.254.174,10.164.68.28,7822,143,17,1979,ACK,0
10.17.117.230,10.16.132.3,55093,110,17,4094,RST,1
10.229.169.89,10.111.21.32,2057,22,6,716,FIN,0
10.176.119.78,10.146.255.158,8667,22,17,4011,UDP,0
