src_ip,dst_ip,src_port,dst_port,protocol,packet_size,flags,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,label,feature_92
10.247.159.39,10.213.249.31,15991,25,6,2398,ACK,9936.556,4496.605,5423.762,9652.51,4524.889,312.782,2635.131,2907.319,4740.936,1047.281,1944.559,6597.505,4162.403,3400.74,7986.632,2449.079,8082.389,3162.789,9833.41,2735.892,2461.228,9754.259,1582.13,3414.266,4387.159,2156.533,3325.627,3238.984,9530.993,3887.378,9166.593,1218.063,4415.966,1425.031,6523.857,5336.89,9573.696,3485.502,7192.695,3574.739,9000.745,9220.557,82.853,8657.453,4897.8,4479.711,296.61,8257.586,8508.899,1564.149,2736.076,3467.456,4186.498,1234.722,5615.159,1332.289,1962.434,8211.279,5877.495,1268.486,7813.552,619.04,4162.594,151.872,306.897,3412.84,8187.504,9620.565,4832.957,1022.655,9082.205,619.785,3490.78,6762.804,1591.152,4000.172,6919.113,249.786,9258.081,3964.355,9894.524,6359.19,9419.752,7656.736,2683.885,5566.398,4336.814,421.341,8857.849,6840.534,133.577,1,4451.554
10.180.251.38,10.227.137.114,15133,20,1,2048,RST,6062.573,3954.904,2765.311,6932.201,2011.025,8149.973,7744.369,840.635,5226.512,5919.436,7242.772,8162.67,2000.8,1097.061,117.268,2487.759,4807.989,2934.852,7520.629,9344.769,905.803,451.58,4828.225,5475.338,8232.517,8940.694,9117.77,9763.86,3006.494,3341.036,5838.088,4585.557,1673.947,9650.035,4125.587,9976.462,7805.549,7474.267,9578.988,3656.241,4739.89,7184.426,2120.754,7398.079,661.127,888.021,9693.296,4222.946,3949.197,7411.591,349.444,3472.001,3873.611,3285.795,4898.531,1517.951,570.269,4903.995,4909.724,2581.948,6050.546,3108.204,631.398,7447.61,1556.307,6817.03,5390.776,9809.37,7826.643,7503.751,6398.737,1756.414,8217.421,2772.287,2589.641,4681.559,1229.35,1625.087,1643.606,3027.514,9126.681,8887.885,3697.647,7767.849,9006.213,910.004,6510.649,7368.978,8043.797,8601.241,6423.005,0,1496.16
10.83.228.7,10.249.88.124,30103,21,1,3516,RST,2794.823,7907.743,4590.496,6534.474,5764.359,8360.434,4534.269,2062.918,2437.587,5508.131,5897.063,1572.68,7105.582,9503.068,6266.627,1591.693,7539.568,634.554,843.612,3068.269,6282.535,7034.588,4938.525,639.194,4878.88,8268.847,4449.52,2217.595,8971.174,3597.535,3259.182,3077.727,4846.69,8302.414,3198.199,49.236,2722.008,7592.379,7005.901,70.727,5446.921,2396.528,6543.977,6414.698,8341.001,7293.071,6450.422,2468.855,5266.223,3110.383,4177.921,9077.828,8111.162,5663.957,860.319,2554.431,1990.077,3499.966,8452.986,240.131,4190.269,4349.824,9404.82,8586.518,9427.415,8126.631,8429.666,2155.141,2760.053,9487.891,1986.519,5161.168,4676.111,8515.773,3232.154,2483.44,3034.43,587.222,2251.592,6295.717,4629.265,2679.892,5746.719,2889.714,6497.651,5339.251,7764.888,8513.408,5252.287,6849.821,6357.85,0,9031.822
10.78.31.231,10.130.153.180,37779,443,2,4554,UDP,4266.25,5101.393,8440.687,2649.161,3231.732,9981.359,5243.897,5180.358,4715.697,2248.626,3448.547,9947.107,6345.616,1832.272,8595.023,966.216,1457.043,5246.099,1646.36,5763.896,4313.021,4497.998,5997.473,9873.771,6764.277,1696.443,205.228,676.186,2896.926,1143.267,9738.11,9183.604,572.813,1116.337,1171.547,128.171,5589.849,124.407,215.27,9066.344,5484.537,4891.992,5784.824,6495.173,2563.428,1344.801,4487.175,6925.044,7350.757,9190.177,9765.47,2680.439,8858.355,8791.955,4800.476,8093.477,5468.783,5745.228,3756.683,9029.133,5550.213,3343.451,4776.077,9980.176,4884.366,6889.206,268.037,580.564,5329.53,4017.855,671.329,5145.999,1026.429,5204.333,4808.048,7561.959,812.703,9425.022,6932.862,7017.834,297.346,221.244,896.395,5118.243,8146.058,9316.525,846.843,3785.212,2891.546,3035.244,5857.872,1,8646.803
10.80.207.170,10.54.75.16,10849,8080,2,2903,ACK,2972.294,4692.072,2169.357,5921.207,3798.114,6874.597,9265.061,8578.217,3165.029,6342.845,6617.352,4956.87,8713.513,5190.558,8680.385,7030.959,5951.619,8861.295,3549.281,5083.968,939.07,6178.249,931.002,7136.089,3840.488,3642.963,7528.669,746.476,5847.925,3015.888,9834.946,2683.777,3426.573,4336.944,5872.217,8302.493,6964.822,3876.171,3964.292,3874.893,3960.206,4846.496,4540.685,5209.255,9275.245,255.248,2178.243,5462.055,8587.398,5070.216,220.968,8466.925,7928.286,1363.143,859.157,7385.192,1873.883,8028.216,3089.609,5256.395,130.778,6195.353,1228.367,5907.663,3310.846,1060.971,2886.186,861.919,3586.661,2341.014,8524.011,3427.774,9351.497,1447.113,9759.76,1955.594,2013.282,9285.994,604.528,3581.696,9597.04,5071.692,9203.929,762.732,2088.156,5220.487,6509.564,4399.102,3847.334,8830.558,7868.122,0,9893.68
10.68.85.125,10.132.19.31,17024,443,1,2140,ACK,2594.335,4248.068,9791.476,4565.174,7786.777,981.525,4424.987,9805.742,9960.659,5568.742,9054.467,6412.222,261.426,9375.416,7229.727,2244.059,5724.55,3139.203,5300.799,176.271,7781.33,2859.42,2919.912,570.39,1705.752,8862.063,5397.644,2510.568,5058.558,8744.23,115.37,8763.66,893.607,255.074,8628.744,5455.732,698.43,4982.927,4048.106,7797.633,1240.698,4553.558,9538.149,7811.393,9023.443,7346.046,3556.984,9820.811,6474.896,5958.024,4123.42,3372.829,9209.844,466.299,4359.302,1561.894,9164.388,7554.131,317.413,224.187,2264.736,2799.175,9091.667,7217.241,45.803,4828.259,8486.062,2949.988,1637.154,6362.514,8116.996,4740.191,1101.464,2898.41,6616.146,7001.201,762.7,5319.094,3048.272,4267.249,6539.603,9019.349,5165.945,968.902,1848.019,3493.145,8938.254,8112.24,7432.535,3580.537,9810.614,0,9462.473
10.36.56.139,10.3.66.180,64242,445,1,316,SYN,2185.913,8091.505,8249.014,2542.449,9166.808,5674.344,9057.231,6704.847,887.878,4831.892,4631.583,8302.495,8514.931,4811.933,3702.768,3166.465,8791.815,8296.262,3839.754,268.817,4538.698,2395.885,6028.426,5276.338,6287.739,7023.58,739.566,7451.834,6507.622,2334.647,6646.967,437.081,652.195,9174.31,9455.257,5333.72,8864.979,8558.19,6362.404,2644.57,1202.841,1011.688,6661.408,6298.073,7378.288,353.367,3366.359,1479.534,3407.476,9956.455,8565.682,3614.869,6241.963,901.342,9060.01,5063.169,3706.12,9656.594,3428.01,1913.554,530.157,7601.571,4107.645,4796.196,5817.901,6674.879,7830.678,916.444,5529.775,4115.471,599.65,7768.172,9495.184,9597.542,6407.264,7158.906,9008.006,2939.872,4420.079,2355.171,8161.986,863.145,9921.302,5877.961,354.865,2838.58,235.693,851.014,4541.611,8180.643,6362.703,0,5030.801
10.252.0.221,10.102.94.180,9130,443,6,4907,RST,3770.843,9513.407,9774.094,4154.159,3929.716,9934.841,7155.337,4372.783,5004.693,5371.856,2238.249,216.101,6673.571,9571.994,9486.283,2673.457,2771.977,196.991,7464.079,720.624,1723.784,3592.043,6162.294,2463.883,3921.544,7777.096,8274.578,246.763,2117.667,214.355,4018.703,2015.31,2250.252,7951.902,9281.923,5512.074,5830.018,9814.001,9041.548,461.077,5787.021,2880.001,1778.48,179.4,5415.73,4250.603,6908.26,5912.842,3197.38,2152.012,6557.001,1588.863,9126.351,174.713,501.653,9295.02,6320.728,3024.909,5973.881,7502.39,7051.613,3132.409,4391.826,7679.09,9086.426,7306.818,1728.586,5220.184,353.468,1003.612,1721.318,5053.516,23.337,732.148,3250.016,4321.726,9379.612,3092.98,4043.499,5568.75,1675.629,4707.79,1161.387,5696.155,2481.836,1324.895,24.909,8820.202,7715.617,3285.576,8380.829,1,273.193
10.248.9.171,10.60.61.56,24105,3389,1,2180,SYN,4200.321,9818.186,1143.565,4697.362,3669.427,6768.622,6305.43,4139.353,3998.348,3053.834,735.725,5580.942,362.632,6624.767,6404.111,7204.843,2019.519,1633.523,9772.412,6188.231,5382.358,9552.103,5848.909,9243.815,7244.989,425.714,2826.589,9570.913,4557.192,8761.03,2400.163,1509.289,6339.209,2348.765,7956.011,7477.866,4514.292,8026.447,6189.774,8243.716,3979.505,8411.595,7071.344,501.937,9018.713,7652.718,1879.261,2854.415,1984.064,4557.723,8362.297,8665.197,4875.833,4482.569,3690.963,6780.16,4425.157,2393.071,3923.947,7283.978,4450.817,4405.049,7711.325,7129.194,1254.827,7808.254,7087.946,9138.173,1836.981,5832.724,6502.741,1475.401,4163.982,6172.224,6886.867,2499.06,7860.438,3619.214,9860.746,7556.995,9624.456,4736.343,3344.066,7280.35,4431.576,9593.691,6224.761,5923.681,6504.777,9737.673,8108.859,0,7306.687
10.182.125.176,10.47.176.12,56133,123,17,3156,SYN,1529.598,1330.438,4584.604,8669.596,8979.027,3928.974,6535.039,5264.129,9987.263,380.421,1763.099,7529.967,6837.672,5474.708,4513.68,9014.658,3307.796,3798.764,7026.704,8646.095,9203.857,6125.924,8497.25,6187.092,2012.296,5934.456,3685.78,7219.47,5348.936,2235.534,354.169,2788.492,1878.51,2351.458,2476.296,1014.172,542.644,9805.317,139.617,1515.995,516.987,8113.645,7184.156,6594.672,2005.34,7870.799,2662.209,7283.281,8672.327,4202.423,9342.617,1221.611,3724.269,3495.644,981.192,4079.235,4046.518,9487.182,8235.118,5742.784,5992.734,9326.379,7743.074,8830.807,5634.345,9708.195,374.239,3405.826,8153.471,2658.291,4414.629,745.359,4531.17,6242.788,97.98,6277.861,1792.159,2245.566,7459.186,6433.372,6032.686,9439.066,1398.825,7779.775,2522.671,7581.669,2053.81,5628.745,4117.825,9176.031,3773.003,1,7958.901
10.176.150.241,10.32.20.30,23551,23,6,1429,UDP,4670.491,4077.423,8444.815,8398.241,9033.181,339.371,8832.819,9710.047,2638.876,5655.833,7321.256,1106.404,771.742,5604.509,3996.656,9730.291,6530.411,1618.351,6024.92,4676.544,7831.938,2954.342,2148.924,5940.652,3728.411,1041.698,40.226,6367.148,5772.931,6693.372,1727.214,3361.469,4975.183,104.602,5950.944,2358.961,1079.783,4420.675,3760.426,298.822,6569.182,1464.695,7437.454,1455.933,1838.384,4130.432,2042.766,9170.075,6658.152,5347.425,117.05,9660.091,6101.426,9680.22,6039.394,5579.685,1162.23,7618.521,4715.215,5965.443,6480.155,9503.942,3730.941,6555.209,5024.402,4993.86,481.984,286.132,5339.311,9106.264,377.896,4553.607,8633.696,2676.642,8404.949,5443.176,7446.838,597.137,5860.055,2296.758,601.63,6618.108,9243.438,8163.953,5693.112,4316.504,606.605,906.768,2431.643,8021.917,5641.841,1,207.535
10.170.143.63,10.175.240.3,39284,20,1,2648,SYN,1154.032,9499.578,2234.63,1585.721,5413.957,6063.252,2879.749,7064.452,3655.076,8684.993,4874.653,9251.457,3996.519,2400.792,9725.846,8734.487,2395.54,6530.086,6134.191,4394.234,6211.054,5400.715,6745.035,7945.196,5776.37,1945.794,3788.84,7921.333,6375.498,9901.501,6047.999,1445.174,5093.281,6743.549,9650.496,8456.165,7915.442,5880.963,4115.135,578.092,9192.228,3379.812,8453.222,6997.664,1841.926,5253.694,3542.105,1999.23,193.672,8412.086,7318.306,8784.339,5867.088,8750.793,8027.123,5824.834,8142.917,2634.083,9254.846,9104.873,1266.609,3332.921,5545.683,2936.763,1518.702,8394.821,7264.34,2236.252,2913.339,8053.127,8389.993,9017.101,2727.885,1230.557,7359.488,8187.338,1357.763,8822.066,2183.162,83.675,1278.53,2479.943,5787.631,2849.57,3506.256,7161.791,8595.722,4823.854,259.792,2590.112,2320.455,0,4879.217
10.252.125.12,10.255.73.66,11143,80,17,1484,FIN,6918.816,7492.698,6837.424,2857.298,6186.76,2360.042,8858.55,7173.109,7093.886,3647.96,3539.396,8257.601,5924.315,7307.412,1958.224,5059.678,2612.046,7437.45,1245.321,6882.268,477.949,8834.293,4378.966,6624.534,3411.578,5856.183,7473.789,8570.498,2484.88,1464.868,4770.695,8283.004,5196.171,3007.003,75.715,2076.694,1940.945,6266.327,1671.545,5821.402,1670.891,3020.183,7027.926,4046.224,4094.844,4540.858,2520.384,5815.047,5840.809,6872.829,2398.57,246.194,797.897,3550.819,6659.331,5571.785,7019.357,658.195,2401.855,4406.107,5490.169,6663.955,7487.349,1563.108,1261.517,4318.51,6221.792,1933.548,9131.453,8648.02,563.028,5488.581,4381.695,3643.223,4586.083,9594.906,5147.522,2554.669,5316.865,935.348,249.204,7270.212,5503.272,7954.058,960.8,5578.684,2109.011,1348.651,8275.122,5823.684,5169.747,1,7925.104
10.157.78.113,10.21.250.205,16599,143,1,4882,UDP,6875.139,5669.472,8599.512,6194.241,2595.994,6034.49,8574.31,4010.829,3356.144,2128.074,3971.901,8938.533,9010.575,9964.494,3336.22,1714.407,3725.718,9960.388,5188.658,7416.535,885.268,4743.176,1665.483,2245.652,8997.862,9488.059,8845.83,9828.682,407.639,7084.888,4882.294,2556.189,1227.521,8104.256,3881.018,9261.137,630.16,9627.991,5669.159,6731.878,8724.109,2706.675,462.715,7153.939,2772.67,2221.664,4285.967,2414.276,221.225,1366.945,3989.803,7802.889,7432.989,4646.445,6649.64,3537.773,8519.408,2804.672,2268.103,5665.711,6642.739,8992.502,1240.497,9288.777,8671.083,1168.666,9044.889,1195.026,5238.454,3324.321,7416.329,4191.262,9201.118,6145.576,5687.282,1856.269,670.012,6921.531,3634.445,5044.273,3690.562,1347.964,3177.984,8671.802,3338.833,4550.683,4361.777,2631.057,4515.512,8046.978,4110.553,1,7845.539
10.187.249.13,10.250.184.198,56675,445,17,977,UDP,5289.198,1531.804,6900.945,9556.901,7638.812,3462.273,6972.69,652.983,469.712,7226.046,9074.496,6022.966,7050.343,8410.922,4344.861,315.657,8078.279,8621.297,6241.563,8132.838,6378.816,341.414,7172.482,7884.531,4430.539,9581.823,3395.148,6669.502,8034.308,885.845,6635.459,5752.908,8078.066,2102.761,8824.049,281.777,7001.112,5888.562,6508.915,8810.288,5053.05,1419.228,5531.878,4615.51,4372.098,2997.214,6544.851,7776.651,1128.566,1939.984,40.638,3536.609,942.298,5034.541,2136.923,3329.652,138.8,968.952,7848.805,8909.479,4471.792,5404.885,2550.703,6759.937,4801.789,1828.34,9625.206,8699.886,2389.024,9604.101,8596.572,473.9,8703.991,3181.0,73.035,4529.17,1804.073,3052.122,3673.797,8001.482,253.41,2612.793,2460.474,8590.415,8328.623,4947.025,2783.194,9997.644,4158.539,1634.753,8660.524,1,8484.842
10.108.35.141,10.213.62.139,45827,443,6,3512,URG,561.669,2396.653,2078.292,6265.354,759.242,769.304,2554.286,9655.339,2483.599,7523.871,5523.94,9638.617,6104.419,1489.37,7918.069,5940.61,4037.905,4989.755,7851.671,3228.502,8957.268,4212.736,7281.083,2231.312,5149.101,2003.376,205.517,2568.417,6817.64,8636.143,3280.389,4952.694,1752.431,1469.073,6373.524,3367.034,8051.875,7836.196,7934.655,4742.219,5287.554,3057.886,8143.204,3959.561,3259.513,481.737,684.176,6189.771,8144.96,3257.116,81.095,297.185,2826.338,520.846,2435.715,9977.948,5071.038,3699.18,5249.891,5716.224,516.987,4831.201,4770.376,2206.586,4285.201,8982.167,970.41,2034.184,2096.933,8524.632,5726.386,5985.201,350.079,5027.775,2632.642,415.409,1996.693,7344.481,9547.81,8459.168,431.4,728.608,3643.714,3007.148,4230.538,5847.652,6691.754,5640.475,4257.766,2184.821,8937.025,0,6472.192
10.248.106.138,10.154.39.235,45315,443,6,256,SYN,8774.29,2587.561,1471.38,7393.072,4343.691,270.87,2589.781,1578.289,4564.041,4977.691,9127.471,9720.749,9077.731,8730.199,6199.339,356.133,6498.783,5701.843,9485.798,5513.379,4124.494,7577.118,9555.71,2593.235,5586.468,8585.315,5562.161,7987.982,797.345,1958.577,2531.439,6250.204,8047.696,4760.747,1788.906,7428.387,2536.848,3046.471,2935.581,1057.825,191.146,8517.374,864.997,9998.199,7355.172,9897.562,8509.696,5189.767,4975.268,1382.889,1337.495,4812.504,5435.894,6646.111,2682.36,5958.324,2259.868,8562.78,2052.919,6354.711,4726.624,6387.712,7775.869,1165.862,5794.28,2156.501,13.218,2657.162,362.152,1014.835,5321.66,6217.822,3677.903,7462.57,431.932,2742.969,9646.474,6376.866,1690.538,3563.394,8995.636,681.301,9606.336,6443.905,337.688,6650.007,1535.93,7529.919,4416.81,8442.832,3391.441,1,2303.377
10.220.168.172,10.126.117.8,23215,53,2,3015,SYN,8560.129,256.141,3989.988,5403.322,5101.908,5319.534,7178.871,8526.927,6924.382,1460.613,9590.311,5299.185,6371.1,9327.98,798.115,6425.542,8211.128,5014.051,7468.24,9304.824,8667.621,750.131,7473.404,5543.05,4913.294,463.842,1777.487,6419.166,2250.512,1652.53,6263.356,5986.723,9128.185,655.901,4124.411,2150.631,2408.046,9772.984,828.617,8652.452,5445.577,9037.185,1766.024,4546.735,1338.917,4392.498,9056.776,752.064,2659.345,9804.205,8925.346,1807.323,1805.192,9652.586,7776.873,2487.895,2963.219,8606.638,1118.759,8835.217,7542.074,6489.773,3510.837,4032.518,7234.197,8544.052,3932.116,1997.367,2442.349,5639.128,3593.393,9537.592,3490.209,6499.227,2626.845,8151.471,3211.804,8385.033,3933.266,2186.424,5128.82,1727.725,5983.809,1878.734,9261.913,45.513,3516.195,3086.198,4914.721,972.695,602.001,0,2560.543
10.208.230.30,10.250.161.25,13805,25,1,600,FIN,8909.635,1314.387,5900.746,1901.817,3414.5,6148.28,3384.606,7249.227,5075.28,7198.329,120.702,1156.004,1595.895,586.807,7996.809,2924.041,4970.987,9168.825,9092.661,8220.039,3862.239,5824.889,251.654,9048.932,2032.318,1228.264,111.058,5013.735,6878.271,5769.799,429.376,4617.104,2918.798,2526.321,8460.323,1464.261,5730.839,8676.704,6224.628,6262.779,7868.228,4903.052,6203.894,2226.802,4648.067,5620.449,6366.253,2346.99,1963.852,4356.956,5401.835,6857.174,7991.077,3205.999,5250.009,6489.354,809.447,8693.731,3064.26,5946.114,2303.315,6862.985,7417.76,9106.813,1885.621,196.139,3875.432,4696.31,8809.726,4882.517,1429.853,4960.141,7483.325,8409.096,2759.166,572.978,3540.086,3501.89,790.026,7827.533,2885.026,8243.394,6744.961,8556.392,1311.209,325.182,3661.283,5689.409,7570.145,5453.851,9414.058,0,3187.768
10.23.35.22,10.56.75.74,22090,25,6,2051,PSH,9860.225,1873.459,3716.813,6639.322,8784.592,6490.759,6244.681,1323.208,3673.756,2546.149,9586.793,407.055,5731.138,6731.067,1339.229,2344.828,4403.167,9684.045,5520.883,2215.634,1792.528,4850.893,9650.957,4814.555,6138.18,2864.895,6402.085,5824.477,349.099,9956.668,5874.328,6901.708,5672.936,5484.87,3357.615,4597.516,1927.884,28.406,7887.464,4092.221,6444.743,5113.317,8657.613,1883.739,5566.336,3256.225,9871.855,82.997,4805.105,42.2,171.034,6298.274,5847.233,9049.723,5400.31,2898.211,4768.971,5703.925,2075.838,9732.793,9313.692,5164.885,2013.83,1845.44,7201.354,882.612,9100.727,6578.491,5632.714,5962.176,4958.141,7217.426,5829.761,1603.06,1805.334,1974.754,548.886,9251.012,8162.755,5875.872,8725.268,5219.218,2870.589,949.698,9806.444,221.936,5727.703,2107.276,2820.008,369.546,1446.57,1,1727.224
10.24.114.132,10.4.7.176,37203,443,17,945,FIN,3861.712,2063.246,5820.412,680.128,2974.804,7485.673,170.804,1031.436,6252.017,650.486,1894.665,8698.143,4389.04,4360.322,7899.123,5210.75,9028.423,2664.306,2810.688,2456.472,7398.612,2071.767,9189.055,5638.39,7410.506,9215.276,2531.656,3909.065,9071.165,6680.637,2462.847,9904.453,645.764,3442.958,3354.32,7283.009,1035.95,3954.444,7480.828,4789.354,7946.993,4789.931,2170.092,9606.734,5361.581,6241.917,1900.551,906.381,1302.523,6820.724,5426.564,4858.581,9068.65,7525.293,4358.05,2826.161,2981.544,2604.509,8342.787,4818.29,4285.376,6663.356,3505.589,878.854,2714.749,2467.604,2563.079,2049.215,9724.54,7024.419,8427.359,2521.717,4288.699,7787.845,8854.056,6328.138,1616.731,7082.901,7137.499,2599.911,6406.856,2352.788,2466.759,3764.311,5648.693,3113.873,4999.711,8833.933,8553.284,7183.742,3581.687,1,4948.028
10.192.64.241,10.44.2.252,41344,143,17,3553,RST,7422.82,3388.269,1367.071,159.365,1490.141,536.796,3709.44,7494.581,6419.181,1320.047,7816.871,433.213,2336.784,4043.101,6928.161,4141.581,274.114,3590.886,3611.608,467.501,3057.434,9481.113,9174.697,6124.443,5204.635,1517.563,1914.847,9114.86,6231.832,5379.148,7320.673,7395.33,2071.839,5051.443,7676.991,6863.63,2048.293,9649.653,9837.481,5636.483,9669.882,1293.897,8579.963,863.068,7460.966,1281.351,6000.34,1703.789,5050.378,5707.367,7042.25,9675.354,1232.233,4103.941,3758.322,38.913,4184.17,8047.194,552.714,9494.713,6039.489,8630.04,9802.922,6289.506,8267.933,5865.025,2744.429,7289.766,8953.455,1551.461,1907.013,8551.281,5156.993,2756.427,4590.249,5612.385,40.716,4053.298,9177.023,3871.916,5943.616,2225.858,1287.67,466.101,9425.178,3453.097,5753.395,8141.8,2156.269,3316.245,9495.457,0,9239.438
10.100.231.72,10.129.19.195,16628,25,17,495,PSH,5532.678,5815.611,7677.785,2227.526,8101.661,1419.921,4771.984,1909.72,4246.23,664.589,2340.07,9932.852,4263.379,6067.002,5824.538,2708.731,9854.509,3618.499,972.439,7678.298,8510.109,7563.808,3420.713,9263.418,6806.102,8458.062,2287.205,5130.689,7290.405,5321.186,7993.344,8006.53,5386.84,8434.872,407.382,2442.96,7714.241,5293.449,2063.955,9175.845,3840.457,9628.273,3943.863,9627.698,475.002,2824.981,8535.095,1256.782,898.981,2265.312,695.548,1126.462,7956.784,4508.281,7316.141,6865.225,121.906,4486.774,311.334,4381.579,8723.933,3495.518,8966.964,795.675,8596.343,6553.894,4383.304,9605.816,7864.264,3934.208,2231.154,1088.515,387.157,5200.439,2885.944,2.22,3098.078,4517.356,6772.684,9267.168,7695.008,7018.228,2305.06,3591.033,6093.031,9193.926,3271.223,2039.657,1628.227,338.737,5255.081,1,8647.636
10.59.173.65,10.231.232.27,15143,3389,1,1029,URG,8857.02,5224.418,9261.938,5164.229,1571.376,7808.874,4430.92,6936.748,3795.116,2476.22,1269.573,9750.354,2509.165,7017.993,8017.432,6719.465,7314.17,1545.762,5833.907,4723.856,1579.002,7768.931,2591.481,8902.984,2374.907,7110.761,2132.632,1850.405,456.957,8250.759,3158.235,784.304,4831.747,4891.639,6605.062,9899.244,4877.179,5828.658,2854.648,6623.343,4152.041,732.508,9245.483,6106.887,4236.139,2254.392,5295.929,9257.739,1088.184,1992.912,9033.924,8310.742,7059.958,1345.092,4353.575,8106.123,5601.79,8182.114,2235.428,838.33,6949.426,6768.374,8750.155,1379.026,4416.924,9777.894,3459.248,3409.666,6821.653,441.826,2419.42,8804.375,8118.159,5922.375,5320.495,2167.636,5340.363,562.408,350.669,3703.75,3195.288,1133.053,2240.78,2781.147,6888.344,3638.366,9711.727,8326.585,78.241,2078.574,5735.548,0,1265.901
10.172.93.180,10.51.14.235,28218,443,2,4393,URG,6173.002,9784.608,3496.473,8970.25,2625.339,9071.018,8485.65,5959.894,3449.263,3670.834,3786.947,2779.113,4896.223,8469.741,9926.485,6194.724,5543.794,4.241,6650.291,4885.678,4686.29,3776.941,8917.222,9129.215,400.253,3637.314,430.245,358.556,9850.077,4553.972,8491.938,466.004,6649.585,5128.056,1492.976,5588.827,6547.167,5244.672,7683.301,1784.799,7191.756,2408.624,3134.104,8318.111,6275.021,497.835,228.688,4291.966,538.482,4925.307,5054.373,4142.338,9068.435,7939.667,7657.786,9069.13,2090.049,3088.432,100.013,6828.451,8264.047,6855.834,1596.519,1335.666,1966.464,1022.734,1969.301,6289.092,8691.403,339.725,2195.219,7263.735,6070.592,9959.562,198.732,5132.784,8352.742,153.342,2463.329,3976.487,1881.901,971.037,4497.738,814.575,3995.663,9440.924,3482.92,2107.836,2133.308,13.93,5757.122,1,1261.951
